name,type,level,recipe
Foudroyeur de l'Obsidiantre,Objet d'élevage,155,"['Œuf de Dragoeuf Ardoise', 'Cuir de Porkass', 'Oreilles de Croc Gland', 'Feuille de Tikoko', 'Oreille de Kaniglou', 'Œil de Sapeur', ""Essence de l'Obsidiantre"", 'Gratrooll']"
Caresseur de l'Obsidiantre,Objet d'élevage,155,"['Défense du Sanglier', 'Aile de Bourdard', 'Trukikol Mort', 'Poils de Boulglours', 'Papier Charbon', ""Essence de l'Obsidiantre"", ""Glande d'Arak-haï"", 'Fleur de Cactiflore']"
Horize magistrale,Ressources obsolètes,155,[]
Abreuvoir du Kimbo,Objet d'élevage,155,"['Bout de Blop Indigo', 'Peau de Maître Koalak', 'Écaille de Dragoss Argile', 'Nageoire de Compétition', 'Bourse Suspecte', 'Plume de Tofubine', 'Bandeau troué de Feu', 'Essence du Kimbo']"
Salace de poissons,Poisson comestible,153,[]
Hulhu magistrale,Ressources obsolètes,152,[]
Mantou,Pain,150,"['Chanvre', 'Mesure de Poivre', 'Graine de Pandouille']"
Potion Raide Izdaide,Potion,150,"['Malt', 'Poudre Temporelle', 'Ginseng']"
Daube aux Épices,Viande comestible,150,"['Malt', 'Épices', 'Viande de Brousse']"
Bûche de Kaliptus,Friandise,150,"['Levure de Boulanger', 'Malt', 'Sève de Kaliptus']"
Coffre de Zatoïshwan,Coffre,150,[]
Aileron de Requin,Poisson comestible,150,"['Requin Marteau-Faucille', 'Huile à frire', 'Graine de Pandouille']"
Aileron de Requin Marché-Libre,Poisson comestible,150,"['Requin Marché-Libre', 'Huile à frire', 'Graine de Pandouille']"
Daube Fortifiante aux Épices,Viande comestible,150,"['Malt', 'Épices', 'Bidoche de Brousse']"
Cafra majeure,Ressources obsolètes,148,[]
Foudroyeur de Ben le Ripate,Objet d'élevage,145,"['Œuf de Dragoeuf Ardoise', 'Cuir du Cochon de Lait', 'Moustache de Kolérat', 'Feuille de Tikoko', 'Poil de Troolléolé', 'Poil de Smilomouth', 'Essence de Ben le Ripate']"
Mangeoire d'Hell Mina,Objet d'élevage,145,"['Noix de Cajou', 'Poil de Gamino', 'Pince du Fancrôme', 'Corne de Scaratos', 'Griffe de Phorrêveur', 'Pétale de Malter', 'Pic de Malépik', ""Essence d'Hell Mina""]"
Abreuvoir du Minotot,Objet d'élevage,145,"['Bout de Blop Reinette', 'Peau de Draguaindrop', 'Fluide Glacial', 'Foulard de Koalak Farouche', 'Plumeau de Tofuzmo', ""Bandeau troué d'Air"", 'Chaînes Brisées', 'Essence du Minotot']"
Abreuvoir de Sphincter Cell,Objet d'élevage,145,"['Bout de Blop Coco', 'Écaille de Dragoss Argile', 'Tatouage de Mauvais Garçon', 'Serviette de Plage', 'Foulard de Koalak Farouche', 'Bec de Vilain Petit Tofu', 'Essence de Sphincter Cell']"
Dragofesse du Minotot,Objet d'élevage,145,"['Roue de Tivelo', 'Cuir de Gliglibido', 'Oreille de Foufayteur', 'Os de Pékeualak', 'Bulbe Kouraçao', 'Os de Wabbit Squelette', 'Essence du Minotot', 'Langue de Morsquale']"
Baffeur du Phossile,Objet d'élevage,145,"['Carapace Jaune', 'Griffe de Robionicle', 'Poil de Renarbo', 'Lame brisée de Lichangoro', 'Calice de Fécorce', 'Essence du Phossile', 'Queue de Fennex']"
Butor magistrale,Ressources obsolètes,145,[]
Pého magistrale,Ressources obsolètes,143,[]
Kyoub magistrale,Ressources obsolètes,142,[]
Zaihn majeure,Ressources obsolètes,141,[]
Pain Trépide,Pain,140,"['Levure de Boulanger', 'Huile de Sésame', 'Malt', 'Chanvre', 'Pomme de Terre', 'Edelweiss', 'Pandapiler', 'Viande Sanguinolente']"
Critus,Ressources obsolètes,140,[]
Boudin Noir Fortifiant,Viande comestible,140,"['Malt', 'Sang de Scorbute', 'Bidoche Macérée']"
Élixir des Trépasseurs,Potion,140,"['Malt', 'Étoffe de Samouraï fantôme', 'Ginseng', 'Pierre de Sélénite', 'Pluie de Pandala', 'Dernière pour la route']"
Pain Gre,Pain,140,"['Chanvre', 'Mesure de sel', 'Graine de Pandouille']"
Coffre étincelant,Coffre,140,[]
Pain Prenelle,Pain,140,"['Mesure de sel', 'Chanvre Euphorique', 'Graine de Pandouille']"
Salace de Lotte,Poisson comestible,140,"['Feuille de Salace', 'Graine de Pandouille', 'Lotte']"
Salace de Glotte,Poisson comestible,140,"['Feuille de Salace', 'Graine de Pandouille', 'Glotte']"
Bûche d'Ébène,Friandise,140,"['Levure de Boulanger', 'Malt', ""Sève d'Ébène""]"
Coffre de la Capitaine Hébreuze,Coffre,140,[]
Dragofesse en Cuir de Sanglacier,Objet d'élevage,140,"['Champignon', 'Roue de Tivelo', 'Poil de Gliglitch', 'Os de Pékeualak', 'Bulbe Morito', 'Cuir du Sanglacier', 'Branche de Tiwabbit Kiafin']"
Boudin Noir,Viande comestible,140,"['Malt', 'Sang de Scorbute', 'Viande Macérée']"
Caresseur en Plume du Dernier Poolay,Objet d'élevage,140,"['Pic du Prespic', 'Plume du Dernier Poolay', 'Fleur de Gloutovore', 'Dent de Larve Champêtre', 'Papier Charbon', ""Glande d'Arak-haï""]"
Merveilleuse Potion de Percepteur,Potion de conquête,140,"['Baguette de Tétonuki', 'Poils de Boumbardier', ""Akaslip d'Akakwa"", 'Duvet de Mamansot', 'Oreille de Kaniglou', 'Pépite', 'Os de Sramouraï', ""Mandibule d'Abrakne Irascible""]"
Coffre étincelant de loterie,Coffre,140,[]
Boîte de fragments étincelante,Boîte de fragments,140,[]
Abreuvoir en Orme,Objet d'élevage,140,"[""Bois d'Orme"", 'Bout de Blop Griotte', 'Peau de Maître Koalak', 'Écaille de Dragoss Calcaire', 'Fluide Glacial', 'Cendres de Tofutoflamme', 'Chaînes Brisées']"
Potion Bulbique,Potion,140,"['Malt', 'Poudre de Perlinpainpain', 'Ginseng']"
Potion de Goku,Potion,140,"['Malt', 'Poudre de Perlinpainpain', 'Ginsengoku']"
Mangeoire en Orme,Objet d'élevage,140,"['Poils de Mulounoké', 'Noix de Cajou', ""Bois d'Orme"", 'Oreille de Médibwork', 'Cloaque du Poolay', 'Étoffe de Rat Bougri', 'Lamelle de Champa Rouge']"
Baffeur en Orme,Objet d'élevage,140,"[""Bois d'Orme"", 'Chaîne de Robot Fléau', 'Carapace Bleue', 'Tête de lance de Fangshu', 'Plume de Buveur', 'Étamine de Floribonde', 'Queue de Scordion Bleu']"
Foudroyeur en Orme,Objet d'élevage,140,"[""Bois d'Orme"", 'Graine de Scorbute', 'Trident Cassé', 'Épaulière de Bwork', 'Oreille percée du Fricochère', 'Pierre Médicinale', 'Gratrooll']"
Domo magistrale,Ressources obsolètes,137,[]
Sak majeure,Ressources obsolètes,136,[]
Mangeoire de Shihan et Hanshi,Objet d'élevage,135,"['Poils de Barbe du Bwork Mage', 'Œil de Cocholou', 'Oreille de Médibwork', 'Croupion du Bitouf aérien', 'Poil de Chachachovage', 'Essence de Shihan et Hanshi', 'Lamelle de Champa Vert']"
Dragofesse du Tynril,Objet d'élevage,135,"['Couteau de Roukouto', 'Défense de Gliglicérin', 'Oreille de Foufayteur', 'Poils de Koalak Griotte', 'Bulbe Passaoh', 'Branche de Tiwabbit Kiafin', 'Essence du Tynril']"
Yoche magistrale,Ressources obsolètes,135,[]
Foudroyeur du Chêne Mou,Objet d'élevage,135,"['Fruit de Palme', 'Œuf de Dragoeuf Ardoise', 'Cuir de Porkass', 'Poils de Croc Gland', ""Queue d'Écumouth"", 'Essence du Chêne Mou', 'Gratrooll']"
Baffeur du Mansot Royal,Objet d'élevage,135,"['Concombre', 'Coque Endommagée', 'Carapace Verte', 'Plume de Corbac Apprivoisé', 'Sépale de Nerbe', 'Essence du Mansot Royal', 'Queue de Fennex']"
Dragofesse de Founoroshi,Objet d'élevage,135,"['Roue de Tivelo', 'Poil de Gliglitch', 'Ongle de Kanigrou', 'Poils de Koalak Coco', 'Bulbe Malibout', 'Patte de Black Wabbit', 'Essence de Founoroshi']"
Pétunia magistrale,Ressources obsolètes,133,[]
Teleb majeure,Ressources obsolètes,131,[]
Potion Raide Emption,Potion,130,"['Eau Potable', 'Seigle', 'Graine de Pandouille']"
Borodinski,Pain,130,"['Malt', 'Edelweiss', 'Résine']"
Coffre de Pantèroz,Coffre,130,[]
Marinade Sucrée-Salée,Viande comestible,130,"['Seigle', 'Cerise', 'Viande Persillée']"
Marinade Sucrée-Salée Fortifiante,Viande comestible,130,"['Seigle', 'Cerise', 'Bidoche Persillée']"
Ultram,Ressources obsolètes,130,[]
Aile de Raie,Poisson comestible,130,"['Edelweiss', 'Citron', 'Raie Bleue']"
Bûche de Noisetier,Friandise,130,"['Levure de Boulanger', 'Seigle', 'Sève de Noisetier']"
Aile de Raie de Farle,Poisson comestible,130,"['Edelweiss', 'Citron', 'Raie de Farle']"
Boble majeure,Ressources obsolètes,128,[]
Corrode,Ressources obsolètes,127,[]
Nyoro magistrale,Ressources obsolètes,126,[]
Dagob majeure,Ressources obsolètes,125,[]
Mangeoire de la Dame des eaux,Objet d'élevage,125,"['Canine de Mergranlou', 'Tissu Pourpre', 'Épaulière de Bwork', 'Cloaque du Poolay', 'Étoffe de Rat Bougri', 'Essence de Nagate', 'Lamelle de Champa Vert']"
Dragofesse de la Haute Truche,Objet d'élevage,125,"['Bombe de Graboule', 'Poil de Vétauran', 'Étoffe de Gliglidoudur', 'Étoffe de Dok Alako', 'Bulbe Kouraçao', 'Bandeau de Black Wabbit Squelette', 'Essence de la Haute Truche']"
Caresseur du Tanukouï San,Objet d'élevage,125,"['Groin de Sanglier', 'Feuille de Fourbasse', 'Dent de Larve Champêtre', 'Papier Charbon', 'Essence de Tanukouï San', ""Glande d'Arak-haï"", 'String de Pampactus']"
Mangeoire d'El Piko,Objet d'élevage,125,"['Queue du Mulou', 'Épaulière de Bwork', 'Botte trouée de Mégabwork', 'Rembourrage de Meupette', 'Étoffe de Rat Bougri', 'Lamelle de Champa Bleu', ""Essence d'El Piko""]"
Pénitent,Ressources obsolètes,123,[]
Dynamo magistrale,Ressources obsolètes,121,[]
Sang de Trooll,Potion,120,"['Seigle', 'Épices', 'Graine de Pandouille']"
Faluche,Pain,120,"['Edelweiss', 'Poudre Temporelle', 'Malt Husse']"
Grillade Brâkmarienne,Viande comestible,120,"['Seigle', 'Cendres Éternelles', 'Viande Saignante']"
Grillade Brâkmarienne Fortifiante,Viande comestible,120,"['Seigle', 'Cendres Éternelles', 'Bidoche Saignante']"
Chaton-Perche Sauté,Poisson comestible,120,[]
Perche Sautée,Poisson comestible,120,"['Edelweiss', 'Perche', 'Mesure de Poivre']"
Délice des Kitsous,Viande comestible,120,"['Épices', 'Riz', 'Viande Saignante']"
Coffre lourd de loterie,Coffre,120,[]
Coffre lourd,Coffre,120,[]
Coffre d'Ali Grothor,Coffre,120,[]
Potion de Trois,Potion,120,"['Seigle', 'Épices', 'Pandouille de Trois']"
Bûche de Merisier,Friandise,120,"['Levure de Boulanger', 'Seigle', 'Sève de Merisier']"
Boîte de fragments lourde,Boîte de fragments,120,[]
Splendide Potion de Percepteur,Potion de conquête,120,"['Pierre de Topaze', 'Poil de Rat Bontarien', 'Fragment de cerveau poli', 'Plume du Timansot', 'Vieille Ventouse de Kralamoure', 'Pépite', 'Gâtrool']"
Hoskar,Ressources obsolètes,120,[]
Pain aux Céréales,Pain,120,"['Malt', 'Edelweiss', 'Poudre Temporelle']"
Élixir uchronique amélioré,Potion,120,"['Perche', 'Concombre', 'Jus de Cacterre', 'Élixir uchronique mineur', ""Fragment d'anomalie""]"
Élixir uchronique amélioré (lié),Potion,120,[]
Pikmi majeure,Ressources obsolètes,117,[]
Abreuvoir du Blop Multicolore Royal,Objet d'élevage,115,"['Bout de Blop Griotte', 'Peau de Dragnarok', 'Sceau Royal Contrefait', 'Houpette de Koalak Sanguin', 'Plume de Tofubine', 'Crème à bronzer', 'Essence du Blop Multicolore Royal']"
Potion d'Apisaphé,Potion de téléportation,115,"['Carapace de Scaratos', 'Plume du Serpiplume', 'Peau de Minoskito', 'Peau de Kraméléhon', 'Peau de Mandrine']"
Mangeoire de Skeunk,Objet d'élevage,115,"['Noix de Cajou', 'Tissu Pourpre', 'Œil de Cocholou', 'Bave du Kaskargo', 'Plume de Gélikan', 'Essence de Skeunk', 'Lamelle de Champa Marron']"
Abreuvoir du Capitaine Ekarlatte,Objet d'élevage,115,"['Bout de Blop Indigo', 'Peau de Dragueuse', 'Nageoire de Compétition', 'Poils de Guerrier Koalak', 'Plumeau de Tofuzmo', 'Graine de la Discorde', 'Essence du Capitaine Ekarlatte']"
Baffeur du Minotoror,Objet d'élevage,115,"['Patte de Corbac', 'Chaîne de Robot Fléau', 'Carapace Jaune', 'Étoffe de Kurookin', 'Bractée de Chiendent', 'Essence du Minotoror', 'Œil de Léolhyène']"
Caresseur de Fraktale,Objet d'élevage,115,"['Poils du Milimulou', 'Souris verte', 'Trukikol Mort', 'Papier Charbon', 'Essence de Fraktale', ""Glande d'Arak-haï"", 'Fleur de Cactiflore']"
Horize majeure,Ressources obsolètes,115,[]
Mangeoire de Crocabulia,Objet d'élevage,115,"['Canine de Mergranlou', 'Slip de Bwork Archer', 'Peau de Krambwork', ""Souche de l'Abrakleur clair"", 'Pince de Crabe Hijacob', 'Essence de Crocabulia', 'Lamelle de Champa Rouge']"
Caresseur du Royalmouth,Objet d'élevage,115,"['Défense du Sanglier', 'Peau de serpentin', 'Fleur de Gloutovore', 'Miroir de Dopeul', 'Essence du Royalmouth', ""Glande d'Arak-haï"", 'Moustaches de Cactoblongo']"
Caresseur du Tofu Royal,Objet d'élevage,115,"['Noisette', 'Aile de Bourdard', 'Plume de Dostrogo', 'Miroir de Dopeul', 'Essence du Tofu Royal', ""Glande d'Arak-haï"", 'Parchemin de Cactana']"
Bihilète magistrale,Ressources obsolètes,114,[]
Hulhu majeure,Ressources obsolètes,112,[]
Dorade au four,Poisson comestible,110,"['Orchidée Freyesque', 'Mesure de sel', 'Dorade Grise']"
Nékinéko,Ressources obsolètes,110,[]
Bûche de Bambou,Friandise,110,"['Levure de Boulanger', 'Lin', 'Sève de Bambou']"
Potion Jeud Raide,Potion,110,"['Lin', 'Edelweiss', 'Sang de Scorbute']"
Pemmican Fortifiant aux Haricots,Viande comestible,110,"['Lin', 'Haricot', 'Bidoche Séchée']"
Peau de Rat Noir,Ressources obsolètes,110,[]
Cubitus de Rat Noir,Ressources obsolètes,110,[]
Peau de Rat Blanc,Ressources obsolètes,110,[]
Daurade Royale au four,Poisson comestible,110,"['Orchidée Freyesque', 'Mesure de sel', 'Daurade Royale']"
Pemmican aux Haricots,Viande comestible,110,"['Lin', 'Haricot', 'Viande Séchée']"
Pain des Villes,Pain,110,"['Poudre de Perlinpainpain', 'Seigle', 'Orchidée Freyesque']"
Dent de Rat Blanc,Ressources obsolètes,110,[]
Cafra,Ressources obsolètes,108,[]
Foudroyeur du Maître Corbac,Objet d'élevage,105,"['Plume de Crowneille', 'Cuir de Porkass', 'Oreille de Kaniglou', 'Essence du Maître Corbac', 'Lamelle de Champa Vert', 'Gâtrool', ""Écailles d'Ouroboulos""]"
Baffeur du Rat Blanc,Objet d'élevage,105,"['Concombre', 'Charnière Cassée', 'Carapace Rouge', 'Poil de Renarbo', 'Carpelle de Brouture', 'Essence du Rat Blanc', ""Écailles d'Ouroboulos""]"
Dragofesse de l'Abraknyde Ancestral,Objet d'élevage,105,"['Bombe de Graboule', 'Ongle de Kanigrou', 'Poils de Koalak Reinette', 'Bulbe Malibout', 'Patte de Black Wabbit', ""Essence de l'Abraknyde Ancestral""]"
Abreuvoir de Damadrya,Objet d'élevage,105,"['Bout de Blop Reinette', 'Peau de Dragnarok', 'Tatouage de Mauvais Garçon', 'Fluide Glacial', 'Foulard de Koalak Farouche', 'Cendres de Tofutoflamme', 'Essence de Damadrya']"
Butor majeure,Ressources obsolètes,105,[]
Dragofesse du Rat Noir,Objet d'élevage,105,"['Champignon', 'Bourgeon de Pirolienne', 'Cuir de Gliglibido', 'Peau de Piralak', 'Coccyx du Corailleur', 'Os de Wabbit Squelette', 'Essence du Rat Noir']"
Abreuvoir du Rasboul Majeur,Objet d'élevage,105,"['Bout de Blop Reinette', 'Peau de Draguaindrop', 'Bourse Suspecte', 'Couche usagée de Warko Violet', 'Patte de Tofu Dodu', 'Conque Marine', 'Essence du Rasboul Majeur']"
Foudroyeur du Pounicheur,Objet d'élevage,105,"['Oreilles de Croc Gland', 'Trident Cassé', 'Crinière de Troollaraj', ""Queue d'Écumouth"", 'Boulon Wabbit', 'Lamelle de Champa Vert', 'Essence du Pounicheur']"
Pého majeure,Ressources obsolètes,103,[]
Kyoub majeure,Ressources obsolètes,102,[]
Zaihn,Ressources obsolètes,101,[]
Coffre solide,Coffre,100,[]
Gaufre,Pain,100,"['Eau Potable', 'Orchidée Freyesque', 'Riz']"
Coffre des bandits de Cania,Coffre,100,[]
Ankre de Srambad,Potion de téléportation,100,"['Galet Lunaire', ""Slip d'Elsoummo"", ""Encre d'Oktapodas""]"
Ankre de Xélorium (liée),Potion de téléportation,100,[]
Coffre solide de loterie,Coffre,100,[]
Coffre Vorace endormi,Coffre,100,[]
Poêlée Paysanne,Viande comestible,100,"['Lin', 'Aubergine', 'Viande Exsudative']"
Pain de Seigle Résistant,Pain,100,"['Eau Potable', 'Orchidée Freyesque', 'Seigle Résistant']"
Ankre d'Ecaflipus,Potion de téléportation,100,"['Galet Lunaire', 'Épine de Grath', ""Encre d'Oktapodas""]"
Ankre d'Enutrosor,Potion de téléportation,100,"['Galet Lunaire', 'Moustache précieuse', ""Encre d'Oktapodas""]"
Mangeoire en Bambou Sombre,Objet d'élevage,100,"['Poils de Mulounoké', 'Noix de Cajou', 'Botte trouée de Mégabwork', 'Bois de Bambou Sombre', 'Pince de Crabe Hijacob', 'Lamelle de Champa Marron']"
Ankre d'Ecaflipus (liée),Potion de téléportation,100,[]
Gaufre en or,Pain,100,"['Eau Potable', 'Orchidée Freyesque', 'Riz Cola']"
Anguille Rôtie,Poisson comestible,100,"['Orchidée Freyesque', 'Résine', 'Anguille']"
Anguille Souroche Rôtie,Poisson comestible,100,"['Orchidée Freyesque', 'Résine', 'Anguille Souroche']"
Bonbon Snik,Friandise,100,"['Eau Potable', 'Seigle', 'Perche']"
Coffre de Gronchon,Coffre,100,[]
Plat de Filtounga,Viande comestible,100,[]
Queue de Dragon Cochon,Ressources obsolètes,100,[]
Ankre de Xélorium,Potion de téléportation,100,"['Galet Lunaire', 'Pixel de Segmantid', ""Encre d'Oktapodas""]"
Sang de Likrone,Potion,100,"['Lin', 'Edelweiss', 'Cerise']"
Plume Vibrante de mansot,Objet utilisable,100,[]
Boîte de fragments solide,Boîte de fragments,100,[]
Potion de Marguerite,Potion,100,"['Lin', 'Cerise', 'Edelweiss Marguerite']"
Bûche d'If,Friandise,100,"['Levure de Boulanger', 'Lin', ""Sève d'If""]"
Crâne du Dragon Cochon,Ressources obsolètes,100,[]
Abreuvoir en Bambou Sombre,Objet d'élevage,100,"['Bout de Blop Griotte', 'Bois de Bambou Sombre', 'Écaille de Dragoss Charbon', 'Bourse Suspecte', 'Plumeau de Tofuzmo', 'Conque Marine']"
Dragofesse en Cuir Noir,Objet d'élevage,100,"['Couteau de Roukouto', 'Oreille de Foufayteur', 'Poils de Koalak Griotte', 'Corail Kouraçao', 'Bulbe Morito', 'Os de Wabbit Squelette']"
Foudroyeur en Bambou Sombre,Objet d'élevage,100,"['Plume de Crowneille', 'Trident Cassé', 'Crinière de Troollaraj', 'Feuille de Tikoko', 'Bois de Bambou Sombre', 'Pierre Médicinale']"
Ankre d'Enutrosor (liée),Potion de téléportation,100,[]
Ankre de Srambad (liée),Potion de téléportation,100,[]
Parchemin du Boomerang perfide,Parchemin de sortilège,100,[]
Caresseur en Plume de Fesse du Kido,Objet d'élevage,100,"['Pic du Prespic', 'Dent de Larve Champêtre', 'Trukikol Mort', 'Plume de fesse du Kido', 'Miroir de Dopeul', ""Glande d'Arak-haï"", 'Parchemin de Cactana']"
Nyan,Ressources obsolètes,100,[]
Poêlée Paysanne Fortifiante,Viande comestible,100,"['Lin', 'Aubergine', 'Bidoche Exsudative']"
Baffeur en Bambou Sombre,Objet d'élevage,100,"['Chaîne de Robot Fléau', 'Carapace Jaune', 'Bois de Bambou Sombre', 'Tête de lance de Fangshu', 'Plume de Corbac Apprivoisé', 'Queue de Fennex']"
Formidable Potion de Percepteur,Potion de conquête,100,"['Bandelettes', 'Bourgeon de Fourbasse', 'Poils de Koalak Indigo', 'Patte de Rat Bougri', 'Pépite', 'Kamatrix', ""Écorce d'Abrakne Sombre""]"
Pain de Seigle,Pain,100,"['Eau Potable', 'Seigle', 'Orchidée Freyesque']"
Domo majeure,Ressources obsolètes,97,[]
Sak,Ressources obsolètes,96,[]
Foudroyeur de Malléfisk,Objet d'élevage,95,"['Œuf de Dragoeuf Ardoise', 'Cuir du Cochon de Lait', 'Oreilles de Croc Gland', 'Épaulière de Bwork', 'Essence de Malléfisk', 'Gâtrool']"
Foudroyeur du Meulou,Objet d'élevage,95,"['Graine de Scorbute', 'Bois de Tronknyde', 'Trident Cassé', 'Poil de Troolléolé', 'Boulon Wabbit', 'Essence du Meulou']"
Dragofesse de Dramak,Objet d'élevage,95,"['Bourgeon de Pirolienne', 'Oreille de Foufayteur', 'Poils de Koalak Indigo', 'Bulbe Passaoh', 'Moustaches de Tiwabbit', 'Essence de Dramak']"
Abreuvoir de Moon,Objet d'élevage,95,"['Bout de Blop Indigo', 'Peau de Dragueuse', 'Plume de Tofubine', 'Crème à bronzer', 'Graine de la Discorde', 'Essence de Moon']"
Mangeoire du Dragon Cochon,Objet d'élevage,95,"['Œil de Cocholou', 'Oreille de Médibwork', 'Slip de Bwork Archer', 'Poil de Chachachovage', 'Essence du Dragon Cochon', 'Lamelle de Champa Bleu']"
Yoche majeure,Ressources obsolètes,95,[]
Baffeur du Koulosse,Objet d'élevage,95,"['Carapace Verte', 'Griffe de Robionicle', 'Étoffe de Kurookin', 'Plume de Buveur', 'Essence du Koulosse', ""Écailles d'Ouroboulos""]"
Mangeoire du Kharnozor,Objet d'élevage,95,"['Poils de Mulounoké', 'Noix de Cajou', 'Tissu Pourpre', 'Étoffe de Rat Bougri', 'Lamelle de Champa Vert', 'Essence du Kharnozor']"
Pétunia majeure,Ressources obsolètes,93,[]
Teleb,Ressources obsolètes,91,[]
Leukide,Ressources obsolètes,90,[]
Bûche d'Oliviolet,Friandise,90,"['Levure de Boulanger', 'Houblon', ""Sève d'Oliviolet""]"
Pain d'Épices,Pain,90,"['Menthe Sauvage', 'Lin', 'Épices']"
Pot-au-feu Goûteux Fortifiant,Viande comestible,90,[]
Potion Raide Boule,Potion,90,[]
Kralamoure Unique Grillé,Poisson comestible,90,[]
Pot-au-feu Goûteux,Viande comestible,90,[]
Kralamoure Grillé,Poisson comestible,90,[]
Boble,Ressources obsolètes,88,[]
Nyoro majeure,Ressources obsolètes,86,[]
Baffeur de Choudini,Objet d'élevage,85,[]
Abreuvoir de la Reine Nyée,Objet d'élevage,85,[]
Dagob,Ressources obsolètes,85,[]
Caresseur du Chouque,Objet d'élevage,85,"['Noisette', 'Peau de serpentin', 'Plume de Dostrogo', 'Papier Charbon', ""Glande d'Arak-haï"", 'Essence du Chouque']"
Dynamo majeure,Ressources obsolètes,81,[]
Brochet Farci,Poisson comestible,80,"['Menthe Sauvage', 'Poudre de Perlinpainpain', 'Brochet']"
Brochet Tupe-Halett Farci,Poisson comestible,80,"['Menthe Sauvage', 'Poudre de Perlinpainpain', 'Brochet Tupe-Halett']"
Biscotte,Pain,80,"['Menthe Sauvage', 'Lin', 'Sang de Scorbute']"
Parchemin du Marteau de Moon,Parchemin de sortilège,80,[]
Potion de Voyageur Dimensionnel,Potion de téléportation,80,"['Œil de Crowneille', ""Queue de Rat d'Hyoactif"", 'Lamelle de Champa Vert']"
Potion Géniale,Potion,80,"['Houblon', 'Haricot', 'Orchidée de Génie']"
Bûche d'Érable,Friandise,80,"['Levure de Boulanger', 'Houblon', ""Sève d'Érable""]"
Incroyable Potion de Percepteur,Potion de conquête,80,"['Cœur de Craqueleur', 'Patte de Scorbute', 'Main de Boo', 'Aile de Dragodinde Rousse Sauvage', 'Pince de Crabe Hijacob', 'Pépite']"
Coffre surprenant,Coffre,80,[]
Terrine Bontarienne,Viande comestible,80,"['Houblon', 'Graisse Gélatineuse', 'Viande Sanguinolente']"
Terrine Bontarienne Fortifiante,Viande comestible,80,[]
Potion Eau de fée,Potion,80,"['Houblon', 'Orchidée Freyesque', 'Haricot']"
Coffre d’Ekar Hahib,Coffre,80,[]
Aroumb,Ressources obsolètes,80,[]
Pain Gouin,Pain,80,"['Menthe Sauvage', 'Sang de Scorbute', 'Lin Tempête']"
Boîte de fragments surprenante,Boîte de fragments,80,[]
Coffre surprenant de loterie,Coffre,80,[]
Pikmi,Ressources obsolètes,77,[]
Potion de HmmMmm,Potion,75,"['Peau de Larve Orange', ""Patte d'Arakne"", 'Bave de Bouftou', 'Sang de Bouftou']"
Horize,Ressources obsolètes,75,[]
Dragofesse de Gourlo le Terrible,Objet d'élevage,75,"['Champignon', 'Roue de Tivelo', 'Poils de Koalak Coco', 'Coccyx du Corailleur', 'Bandeau de Black Wabbit Squelette', 'Essence de Gourlo le Terrible']"
Caresseur du Wa Wobot,Objet d'élevage,75,"['Groin de Sanglier', 'Souris verte', 'Trukikol Mort', 'Miroir de Dopeul', 'Essence du Wa Wobot', ""Glande d'Arak-haï""]"
Dragofesse de Draegnerys,Objet d'élevage,75,"['Champignon', 'Poils de Barbe du Grand Pa Wabbit', 'Bourgeon de Pirolienne', 'Pince de Crustorail', 'Pierre Médicinale', 'Essence de Draegnerys']"
Bihilète majeure,Ressources obsolètes,74,[]
Hulhu,Ressources obsolètes,72,[]
Parmentier à l'Oignon,Viande comestible,70,"['Avoine', 'Oignon', 'Viande Avariée']"
Sardine Sombre à l'Étouffée,Poisson comestible,70,"['Eau Potable', 'Trèfle à 5 feuilles', 'Sardine Sombre']"
Vaude,Ressources obsolètes,70,[]
Parmentier Fortifiant à l'Oignon,Viande comestible,70,"['Avoine', 'Oignon', 'Bidoche Avariée']"
Potion Pahoa Raide,Potion,70,"['Menthe Sauvage', 'Avoine', 'Aubergine']"
Bûche de Bombu,Friandise,70,"['Levure de Boulanger', 'Avoine', 'Sève de Bombu']"
Sardine à l'Étouffée,Poisson comestible,70,"['Eau Potable', 'Trèfle à 5 feuilles', 'Sardine Brillante']"
Pain Consistant,Pain,70,"['Trèfle à 5 feuilles', 'Houblon', 'Cerise']"
Cafra mineure,Ressources obsolètes,68,[]
Potion de crapaud-mufle,Potion,65,"['Peau de Larve Bleue', 'Œuf de Tofu', 'Sang de Bouftou']"
Caresseur du Craqueleur Légendaire,Objet d'élevage,65,"['Aile de Bourdard', 'Poils du Milimulou', 'Feuille de Fourbasse', 'Miroir de Dopeul', 'Essence du Craqueleur Légendaire', ""Glande d'Arak-haï""]"
Baffeur de Nelween,Objet d'élevage,65,"['Carapace Jaune', 'Griffe de Robionicle', 'Tête de lance de Fangshu', 'Poil de Renarbo', 'Essence de Nelween', 'Queue de Scordion Bleu']"
Butor,Ressources obsolètes,65,[]
Pého,Ressources obsolètes,63,[]
Kyoub,Ressources obsolètes,62,[]
Zaihn mineure,Ressources obsolètes,61,[]
Dragofesse en Cuir Violet de Bwork,Objet d'élevage,60,"['Champignon', 'Roue de Tivelo', 'Cuir Violet de Mégabwork', 'Bulbe Kouraçao', 'Patte de Black Wabbit']"
