name,type,level,recipe,caracteristic,effect
Marteau Aigri,Marteau,190,"['Queue de Glourséleste', 'Ardonite', 'Sang du Toxoliath', 'Substrat Astral', 'Poils de barbe de Marteau-Aigri', 'Bave de Marthos', 'Élastique de barbe de Sanglirok', 'Cloche de Barbéryl Clochecuivre', 'Bouclier Gris', 'Collier Gris', 'Serpe Aigrie', 'Marteau Aigri']","['PA :6 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+5)']","['251 à 300 Vitalité', '41 à 60 Chance', '21 à 40 Puissance', '31 à 40 Sagesse', '11 à 15 Tacle', '9 à 12 Dommage{~ps}{~zs} Terre', '9 à 12 Dommage{~ps}{~zs} Eau', '5 à 7% Résistance Terre', '5 à 7% Résistance Neutre', '4 à 6% Critique', '34 à 38 (dommages Neutre)', '24 à 28 (dommages Eau)', '6 à 10 (vol Terre)']"
Hache du Korriandre,Hache,188,"['Peau de Crocabulia', 'Peau de Sphincter Cell', ""Écorce d'Abrazif"", ""Racine d'Abrazif"", 'Lamelle de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Galet rayonnant', 'Hache du Korriandre', 'Cape du Korriandre', 'Amulette du Korriandre', 'Anneau du Korriandre']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/5 (+4)', 'Agilité de base > 300 etChance de base > 300']","['8 à 14 (vol Air)', '8 à 14 (vol Eau)', '-1 PA', '201 à 250 Vitalité', '31 à 50 Agilité', '31 à 50 Chance', '31 à 40 Sagesse', '2 à 3% Critique', '301 à 400 Initiative', '21 à 30 Prospection', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Dommage{~ps}{~zs} Eau', '4 à 5 Retrait PA', '7 à 10 Résistance{~ps}{~zs} Critiques']"
Bâton Brelle,Bâton,188,"['Volve de Fongeur', ""Écorce d'Abrazif"", 'Pédoncule de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', ""Œil d'Ougah"", 'Calice du Tynril', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/30 (+7)', 'Agilité de base > 350 etVitalité de base > 1500']","['22 à 33 (dommages Neutre)', '5 à 7 (vol Air)', '201 à 250 Vitalité', '41 à 60 Agilité', '31 à 40 Sagesse', '2 à 3% Critique', '201 à 300 Initiative', '16 à 25 Prospection', '8 à 12 Dommage{~ps}{~zs} Neutre', '8 à 12 Dommage{~ps}{~zs} Air', '5 à 7% Résistance Neutre', '4 à 5 Esquive PA', '11 à 15 Résistance{~ps}{~zs} Critiques']"
Couteaux à Champignons,Dague,187,"['Corne brisée de Crocabulia', 'Bractée de Chiendent', 'Tibia du Guerrier Zoth', 'Écorce de Champaknyde', 'Trompe de la Tromperelle', 'Œil de Champmane', 'Bave de Champ à Gnons', ""Épine d'Ougah"", 'Anneau Colerette', 'Couteaux à Champignons', 'Caprin', 'Chapignon']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/25 (+4)', 'Agilité de base > 450']","['8 à 14 (dommages Neutre)', '8 à 14 (dommages Air)', '-1 PA', '31 à 50 Agilité', '201 à 250 Vitalité', '21 à 30 Sagesse', '2 à 3% Critique', '5 à 7 Dommage{~ps}{~zs}', '31 à 50 Puissance (pièges)', '301 à 400 Initiative', '11 à 15 Prospection']"
Marteau Reine,Marteau,187,"['Oreille de Fistulor', 'Volve de Fistulor', 'Pédoncule de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Ongle du Bworker', 'Calice du Tynril', 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/1 (+10)', 'Agilité de base > 300 etForce > 200']","['24 à 44 (dommages Neutre)', '6 à 10 (dommages Terre)', '6 à 10 (vol Air)', '201 à 250 Vitalité', '21 à 30 Agilité', '31 à 50 Sagesse', '3 à 4% Critique', '21 à 30 Puissance', '16 à 25 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Terre', '8 à 12 Dommage{~ps}{~zs} Air', '5 à 7% Résistance Feu', '5 à 7% Résistance Eau', '4 à 5 Tacle']"
Baguette Hernelle,Baguette,187,"['Volve de Fistulor', 'Lamelle de Mérulette', 'Pédoncule de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Sphénoïde du Kimbo', 'Plume du Rasboul Majeur', 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :3 à 6', 'CC :1/5 (+7)', 'Intelligence de base > 300 etAgilité de base > 200']","['14 à 22 (dommages Neutre)', '14 à 22 (dommages Neutre)', '6 à 9 (vol Air)', '251 à 300 Vitalité', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 50 Sagesse', '7 à 10 Soin{~ps}{~zs}', '1 Portée', '7 à 10 Dommage{~ps}{~zs} Neutre', '8 à 12 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Résistance{~ps}{~zs} Terre', '7 à 10 Résistance{~ps}{~zs} Eau', '4 à 5 Esquive PM', '-4 à -5 Fuite', '7 à 10 Dommage{~ps}{~zs} Poussée']"
Rhizome du Tynril,Bâton,186,"['Kristalite', 'Aigue-Marine', 'Étoffe Magique de Moon', 'Écorce du Tynril', 'Pistil du Tynril', 'Perruque du Kimbo', ""Nœud de l'Abrakleur clair"", 'Ambre du Tynril']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+5)', 'Intelligence de base > 250 etForce > 200']","['7 à 11 (dommages Terre)', '4 à 6 (vol Feu)', '13 à 21 (dommages Neutre)', '201 à 300 Vitalité', '31 à 40 Sagesse', '41 à 60 Intelligence', '5 à 7 Soin{~ps}{~zs}', '6 à 10 Prospection', '4 à 5% Résistance Neutre', '4 à 5% Résistance Feu', '4 à 5% Résistance Terre']"
Az'tech,Épée,186,"['Or', 'Bourgeon du Chêne Mou', 'Cœur de pierre poli', 'Rembourrage de Meupette', 'Coquille du Kaskargo', 'Perruque du Kimbo', 'Peau du Rasboul Majeur', 'Pierre précieuse du Kimbo']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/10 (+7)', 'Agilité de base > 200 etChance de base > 200 etForce > 200']","['31 à 50 (dommages Neutre)', '6 à 8 (vol Air)', '6 à 8 (vol Eau)', '-1 PA', '31 à 50 Chance', '31 à 50 Agilité', '31 à 50 Force', '21 à 30 Sagesse', '101 à 150 Vitalité', '4 à 5 Dommage{~ps}{~zs}', '11 à 15 Prospection', '5 à 7% Résistance Eau', '5 à 7% Résistance Air']"
Arc Oleptik,Arc,185,"[""Bois d'If"", ""Potion d'Incendie"", ""Potion d'Ouragan"", 'Bourgeon du Chêne Mou', 'Sourcil du Rasboul majeur', ""Nœud de l'Abrakleur clair"", 'Jus de Ouassingue', 'Pierre précieuse du Kimbo']","['PA :4 (1 utilisation par tour)', 'Portée :3 à 8', 'CC :1/25 (+10)', 'Agilité de base > 300 etIntelligence de base > 300']","['6 à 19 (dommages Air)', '6 à 19 (dommages Feu)', '31 à 50 Agilité', '31 à 50 Intelligence', '21 à 30 Sagesse', '151 à 200 Vitalité', '5 à 7 Dommage{~ps}{~zs}', '1 Portée', '301 à 400 Initiative', '11 à 20 Prospection', '4 à 6% Résistance Feu', '4 à 6% Résistance Air']"
Hache Hélème,Hache,185,"['Peau de Crocabulia', 'Lamelle de Dramanite', ""Écorce d'Abrazif"", 'Pédoncule de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', ""Œil d'Ougah"", 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/20 (+7)', 'Intelligence de base > 350 etAgilité de base > 200']","['35 à 45 (dommages Feu)', '6 à 12 (vol Air)', '251 à 300 Vitalité', '41 à 60 Intelligence', '31 à 40 Agilité', '31 à 45 Sagesse', '1 Portée', '16 à 25 Prospection', '8 à 12 Dommage{~ps}{~zs} Feu', '6 à 8 Dommage{~ps}{~zs} Air', '5 à 7 Résistance{~ps}{~zs} Terre', '5 à 7 Résistance{~ps}{~zs} Eau', '5 à 7% Résistance Feu', '4 à 5 Retrait PM']"
Arc Hétype,Arc,184,"['Peau de Skeunk', 'Oreille de Fistulor', ""Racine d'Abrazif"", 'Lamelle de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Sphénoïde du Kimbo', 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :4 à 7', 'CC :1/10 (+10)', 'Force > 90']","['28 à 44 (dommages Neutre)', '51 à 100 (soins Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '7 à 10 Soin{~ps}{~zs}', '1 Portée', '11 à 15 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Résistance{~ps}{~zs} Air', '7 à 10% Résistance Terre', '4 à 5 Retrait PM', '4 à 5 Fuite']"
Épée Loponèze,Épée,184,"['Chanvre Euphorique', 'Fémur du Minotot', 'Écaille poisseuse', 'Poudre explosive de Gourlo', 'Coco du Bitouf des Plaines', 'Écorce de Fécorce', 'Ambre du Tynril', 'Langue du Champodonte']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+10)', 'Chance de base > 300 etAgilité de base > 300']","['6 à 28 (dommages Eau)', '6 à 28 (dommages Air)', '31 à 50 Chance', '31 à 50 Agilité', '201 à 250 Vitalité', '21 à 30 Sagesse', '401 à 700 Initiative', '6 à 10 Dommage{~ps}{~zs}', '1 Portée', '6 à 10% Résistance Air', '6 à 10% Résistance Eau']"
Épée Kari,Épée,184,"['Peau de Sphincter Cell', 'Volve de Fistulor', 'Pédoncule de Fongeur', 'Lamelle de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Pixel de Fraktale', 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/30 (+15)', 'Vitalité de base > 2000']","['46 à 75 (dommages Neutre)', '301 à 400 Vitalité', '46 à 75 Puissance', '31 à 50 Sagesse', '16 à 25 Prospection', '1 Portée', '10 Tacle', '-10 Fuite']"
Dagues Açantes,Dague,183,"['Peau de Skeunk', 'Lamelle de Dramanite', 'Œil de Dramanite', 'Lamelle de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Ongle du Bworker', 'Galet rayonnant']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/25 (+8)', 'Chance de base > 350']","['7 à 12 (dommages Neutre)', '4 à 6 (vol Eau)', '-1 PA', '201 à 250 Vitalité', '31 à 50 Chance', '31 à 50 Sagesse', '2 à 3% Critique', '21 à 30 Prospection', '7 à 10 Dommage{~ps}{~zs} Eau', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Résistance{~ps}{~zs} Eau', '7 à 10% Résistance Air', '-3 à -4 Retrait PA', '3 à 4 Retrait PM', '5 à 7 Fuite']"
Arc à Lamelles,Arc,183,"['Fémur du Minotot', 'Bec du Kido', 'Bâton du Kilibriss', 'Carpelle de Brouture', 'Coco du Bitouf aérien', 'Tibia du Guerrier Zoth', 'Écorce de Champaknyde', 'Lamelle de Champbis']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 7', 'CC :1/25 (+10)', 'Force > 300 etIntelligence de base > 300']","['10 à 21 (dommages Terre)', '10 à 21 (dommages Feu)', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '251 à 300 Vitalité', '3 à 4% Critique', '5 à 7 Dommage{~ps}{~zs}', '301 à 400 Initiative', '11 à 20 Prospection']"
Lame Assacre,Dague,182,"[""Fragment d'Épée Reptilienne"", 'Bwak Squelettique', 'Lame du Chef Bwork', 'Fragment de cerveau poli', 'Bâton du Kilibriss', ""Talon d'achille de l'Abrakleur sombre"", 'Ambre du Tynril', 'Peau du Bworker']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :1/25 (+7)', 'Force > 200 etIntelligence de base > 140 etChance de base > 140 etAgilité de base > 140']","['8 à 17 (dommages Neutre)', '6 à 10 (dommages Eau)', '6 à 10 (dommages Feu)', '251 à 300 Vitalité', '31 à 50 Force', '31 à 50 Agilité', '2 à 3% Critique', '4 à 6 Dommage{~ps}{~zs}', '6 à 10 Résistance{~ps}{~zs} Air', '6 à 10% Résistance Air']"
Pelle Vétik,Pelle,181,"['Volve de Fistulor', 'Pédoncule de Fongeur', 'Pédoncule de Mérulette', 'Patte de Korriandre', 'Œil de Korriandre', 'Plume du Rasboul Majeur', 'Ethmoïde du Minotot', 'Galet rayonnant']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+8)', 'Force > 200 etIntelligence de base > 200 etAgilité de base > 200']","['23 à 33 (dommages Neutre)', '12 à 22 (dommages Air)', '7 à 10 (vol Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 40 Sagesse', '1 Portée', '301 à 400 Initiative', '16 à 25 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Air', '4 à 5 Esquive PA']"
Pinceau de calligraphie,Outil,180,"['Bois de Bambou Sacré', 'Dolomite', 'Yokayu', 'Pépite', 'Diacritique du Roi Imagami', 'Diacritique de la Reine Amirukam', 'Bière forte légère', 'Crinière de Qilin']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/0']",['2 (dommages Neutre)']
Pinceau des serments,Outil,180,[],[],[]
Ougarteau,Marteau,180,"['Bâton Carnivore', 'Bâton du Kilibriss', 'Écorce du Tynril', 'Marteau de la Gamine Zoth', 'Trompe de la Tromperelle', 'Lamelle de Champbis', ""Épine d'Ougah"", ""Fragment d'Ougalurette"", 'Ougalurette', 'Ougarteau', 'Ougamulette', 'Ougature']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+10)', 'Vitalité de base > 1200']","['19 à 35 (dommages Neutre)', '2 à 7 (vol Eau)', '301 à 400 Vitalité', '31 à 40 Sagesse', '6 à 10 Dommage{~ps}{~zs}', '31 à 40 Puissance', '6 à 10 Prospection']"
Tapette à moskitos,Outil,180,"['Ailes de Moskito', 'Citron', 'Résine', 'Ardonite', 'Tourmaline', 'Fil de Néfileuse', 'Substrat de Forêt vierge', 'Goulobule rouge']","['PA :2 (3 utilisations par tour)', 'Portée :1', 'CC :1/5 (+3)']","['3 (dommages Meilleur élément)', '3 (dommages Meilleur élément)']"
Baguetterelle,Baguette,180,"['La Xyothine', 'Bâton du Kilibriss', 'Écorce du Tynril', 'Écorce de Brouture', 'Écorce de Chiendent', 'Coco du Bitouf aérien', 'Écorce de Champaknyde', 'Trompe de la Tromperelle']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 4', 'CC :1/10 (+5)', 'Intelligence de base > 300 etAgilité de base > 300']","['9 à 16 (dommages Neutre)', '9 à 16 (dommages Air)', '1 à 7 (vol Feu)', '-1 PA', '31 à 50 Intelligence', '31 à 50 Agilité', '251 à 300 Vitalité', '31 à 40 Sagesse', '4 à 5 Dommage{~ps}{~zs}', '6 à 10 Soin{~ps}{~zs}', '11 à 15 Puissance', '6 à 10 Prospection']"
Kukri Kura,Épée,179,"['Bwak Squelettique', 'Pyrute', 'Tresse du Koulosse', 'Moustache du Mufafah', 'Croupion du Bitouf aérien', 'Chaussette du Kimbo', 'Étoffe de Ouassingue', 'Rotule du Disciple Zoth']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+7)', 'Force > 300 etAgilité de base > 140']","['10 à 21 (dommages Neutre)', '10 à 21 (dommages Neutre)', '31 à 50 Force', '21 à 30 Agilité', '26 à 40 Sagesse', '151 à 200 Vitalité', '2 à 3% Critique', '5 à 7 Dommage{~ps}{~zs}', '11 à 15 Prospection', '301 à 500 Initiative', '6 à 10 Résistance{~ps}{~zs} Neutre', '6 à 10% Résistance Neutre']"
Pelle Dorado,Pelle,178,"['Racine du Chêne Mou', 'Laine de Maho Givrefoux', 'Laine de Yokaï Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Incisive de Kami Givrefoux', 'Sphénoïde du Kimbo', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+8)', 'Chance de base > 250']","['25 à 37 (dommages Neutre)', '6 à 8 (vol Neutre)', '151 à 200 Vitalité', '31 à 50 Chance', '31 à 40 Sagesse', '3 à 4% Critique', '1 Invocation{~ps}{~zs}', '21 à 30 Prospection', '5 à 7 Dommage{~ps}{~zs} Neutre', '10 à 14 Dommage{~ps}{~zs} Eau', '5 à 7 Résistance{~ps}{~zs} Feu', '5 à 7 Résistance{~ps}{~zs} Air', '5 à 7% Résistance Eau', '4 à 5 Retrait PM', '5 à 7 Résistance{~ps}{~zs} Critiques']"
Marteau Minokers,Marteau,178,"['Kaiser', 'Pyrute', 'Bandelette du Mominotor', 'Duvet du Kilibriss', 'Aile du Bitouf des Plaines', 'Pistil du Tynril', 'Tresse du Poolay', 'Chaussette du Kimbo']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+5)', 'Intelligence de base > 350 etSagesse de base > 180']","['27 à 43 (dommages Neutre)', '4 à 6 (vol Feu)', '31 à 50 Intelligence', '201 à 250 Vitalité', '26 à 40 Sagesse', '2 Invocation{~ps}{~zs}', '5 à 7 Dommage{~ps}{~zs}', '5 à 7 Soin{~ps}{~zs}']"
Épée Kadille,Épée,177,"['Patte de Soryo Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Queue de Yomi Givrefoux', 'Cornée de Kami Givrefoux', 'Calice du Tynril', 'Pixel de Fraktale', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+5)', 'Force > 200 etIntelligence de base > 200']","['21 à 30 (dommages Neutre)', '5 (vol Neutre)', '5 (vol Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '3 à 4% Critique', '7 à 10 Soin{~ps}{~zs}', '11 à 15 Prospection', '7 à 10 Résistance{~ps}{~zs} Eau', '7 à 10 Résistance{~ps}{~zs} Air', '4 à 5 Esquive PM', '4 à 5 Fuite']"
Baguette Nolog,Baguette,177,"['Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Malléole de Yomi Givrefoux', 'Queue de Yomi Givrefoux', 'Cornée de Kami Givrefoux', 'Sphénoïde du Kimbo', 'Duvet du Maître Corbac', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 4', 'CC :1/15 (+8)', 'Force > 200 etIntelligence de base > 200']","['20 à 34 (dommages Neutre)', '3 à 4 (vol Terre)', '201 à 250 Vitalité', '31 à 40 Force', '31 à 40 Intelligence', '31 à 40 Sagesse', '4 à 5% Critique', '5 à 7 Soin{~ps}{~zs}', '1 Invocation{~ps}{~zs}', '7 à 10 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10% Résistance Neutre', '4 à 5 Esquive PA', '4 à 5 Fuite']"
L'Épée Nice,Épée,177,"['Rune Ga Pme', 'Protection usagée du Bworker', 'Peau de Skeunk', 'Étamine de Floribonde', 'Coco du Bitouf aérien', 'Queue emplumée du Rasboul Majeur', 'Braguette du Maître Zoth', 'Pierre précieuse du Kimbo']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/5 (+5)', 'PM > 5']","['16 à 30 (dommages Neutre)', '31 à 50 Force', '26 à 40 Agilité', '101 à 150 Vitalité', '4 à 6% Critique', '1 PM', '200 Initiative', '6 à 10 Résistance{~ps}{~zs} Neutre', '6 à 10 Résistance{~ps}{~zs} Terre', '6 à 8% Résistance Air', '6 à 8% Résistance Feu', '6 à 8% Résistance Eau']"
Dagues Imauve,Dague,176,"['Racine du Chêne Mou', 'Peau de Sphincter Cell', 'Laine de Yokaï Givrefoux', 'Crâne de Yokaï Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Queue de Yomi Givrefoux', 'Galet rayonnant']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/25 (+5)', 'Intelligence de base > 300 etForce > 90']","['9 à 16 (dommages Neutre)', '7 à 12 (dommages Feu)', '201 à 250 Vitalité', '31 à 50 Intelligence', '41 à 50 Sagesse', '5 à 7 Soin{~ps}{~zs}', '1 Invocation{~ps}{~zs}', '201 à 300 Initiative', '16 à 25 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Feu']"
Rod Gerse,Bâton,176,"['Ambre du Chêne Mou', 'Pyrute', 'Oreille de Soryo Givrefoux', 'Laine de Yokaï Givrefoux', 'Cuir de Tengu Givrefoux', 'Ethmoïde du Minotot', 'Substrat de Forêt vierge', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/25 (+7)', 'Intelligence de base > 450']","['9 à 21 (dommages Feu)', '9 à 21 (dommages Neutre)', '201 à 250 Vitalité', '21 à 35 Sagesse', '31 à 50 Intelligence', '6 à 10 Dommage{~ps}{~zs}', '5 à 7% Résistance Air', '5 à 7% Résistance Neutre', '5 à 7% Résistance Eau', '5 à 7% Résistance Terre']"
Arc Ontanporin,Arc,175,"['Plume de Tofu Royal', 'Patte de Soryo Givrefoux', 'Laine de Yokaï Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Incisive de Kami Givrefoux', 'Sphénoïde du Kimbo', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 7', 'CC :1/25 (+10)', 'Chance de base > 250']","['8 à 15 (dommages Neutre)', '8 à 15 (dommages Eau)', '-1 PA', '151 à 200 Vitalité', '21 à 30 Chance', '31 à 40 Sagesse', '3 à 4% Critique', '21 à 30 Puissance', '11 à 20 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Dommage{~ps}{~zs} Eau', '7 à 10 Résistance{~ps}{~zs} Air', '7 à 10% Résistance Terre', '4 à 5 Retrait PA', '4 à 5 Fuite']"
Dagues Adou,Dague,175,"['Boomerang du Maître Koalak', 'Peau de Skeunk', 'Duvet du Kilibriss', 'Amygdales du Bitouf Sombre', 'Tresse du Poolay', 'Chaussette du Kimbo', 'Perruque du Kimbo', 'Rotule du Disciple Zoth']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+3)', 'Agilité de base > 250 etChance de base > 250 etForce > 140']","['8 à 13 (dommages Air)', '8 à 13 (dommages Eau)', '1 à 2 (vol Neutre)', '31 à 50 Chance', '31 à 50 Agilité', '31 à 50 Force', '31 à 40 Sagesse', '151 à 200 Vitalité', '4 à 6 Dommage{~ps}{~zs}', '21 à 30 Puissance (pièges)', '11 à 20 Prospection', '6 à 10 Résistance{~ps}{~zs} Air', '6 à 10 Résistance{~ps}{~zs} Feu']"
Marteau Racle,Marteau,173,"['Laine de Maho Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Malléole de Yomi Givrefoux', 'Incisive de Kami Givrefoux', 'Duvet du Maître Corbac', 'Ethmoïde du Minotot', 'Galet rayonnant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+6)', 'Agilité de base > 200 etForce > 200']","['18 à 30 (dommages Neutre)', '9 à 15 (dommages Air)', '151 à 200 Vitalité', '31 à 50 Force', '31 à 50 Agilité', '31 à 40 Sagesse', '2 à 3% Critique', '301 à 400 Initiative', '11 à 20 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Résistance{~ps}{~zs} Air', '7 à 10% Résistance Feu', '4 à 5 Retrait PM']"
Arc de Guten Tak,Arc,173,"['Cœur de Crapeur', 'Laine de Yokaï Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Incisive de Kami Givrefoux', 'Duvet du Maître Corbac', 'Calice du Tynril', 'Galet rayonnant', 'Anneau de Guten Tak', 'Alliance de Guten Tak', 'Amulette de Guten Tak', 'Arc de Guten Tak']","['PA :5 (1 utilisation par tour)', 'Portée :3 à 8', 'CC :1/25 (+7)', 'Force > 250 etChance de base > 250']","['21 à 30 (dommages Neutre)', '1 (vol Terre)', '1 (vol Eau)', '201 à 250 Vitalité', '31 à 40 Force', '31 à 40 Chance', '21 à 30 Sagesse', '2 à 3% Critique', '11 à 15 Prospection', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Eau', '11 à 15 Résistance{~ps}{~zs} Terre', '11 à 15 Résistance{~ps}{~zs} Eau', '4 à 5 Retrait PA', '4 à 5 Fuite', '11 à 15 Résistance{~ps}{~zs} Critiques']"
Le Thanos,Bâton,172,"['Plume de Tofu Royal', 'Oreille de Soryo Givrefoux', 'Laine de Maho Givrefoux', 'Laine de Tengu Givrefoux', 'Cuir de Tengu Givrefoux', 'Incisive de Kami Givrefoux', 'Ethmoïde du Minotot', 'Galet rayonnant']","['PA :4 (2 utilisations par tour)', 'Portée :1', 'CC :1/25 (+5)', 'Intelligence de base > 140 etSagesse de base > 300']","['11 à 20 (vol Feu)', '8 à 12 (soins Feu)', '8 à 12 (soins Feu)', '8 à 12 (soins Feu)', '8 à 12 (soins Feu)', '251 à 300 Vitalité', '41 à 60 Intelligence', '31 à 50 Sagesse', '7 à 10 Soin{~ps}{~zs}', '1 Portée', '1 Invocation{~ps}{~zs}', '11 à 20 Prospection', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Eau', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Résistance{~ps}{~zs} Air', '7 à 10% Résistance Terre', '5 à 7 Fuite', '-16 à -20 Dommage{~ps}{~zs} Poussée']"
La Bêche à Mel,Pelle,172,"[""Bois d'If"", 'Kristalite', 'Cœur de pierre poli', 'Boule polie', 'Braguette du Maître Zoth', ""Culotte à l'envers du Roissingue"", 'Ambre du Tynril', 'Filet Mignon Fortifiant']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/20 (+7)', 'Chance de base > 250 etIntelligence de base > 250']","['6 à 10 (dommages Feu)', '16 à 30 (dommages Eau)', '31 à 50 Intelligence', '31 à 50 Chance', '26 à 40 Sagesse', '101 à 150 Vitalité', '6 à 10 Dommage{~ps}{~zs}', '1 Portée', '11 à 15 Prospection', '6 à 8% Résistance Feu', '6 à 8% Résistance Eau']"
Dagues Eudin,Dague,171,"['Clakoss', 'Rune Cri', 'Cloaque du Poolay', 'Croupion du Bitouf aérien', 'Étoffe Zoth', 'Écusson du Sergent Zoth', 'Faux menton du Bourbassingue', 'Pierre précieuse du Kimbo']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/25 (+5)', 'Force > 350 etAgilité de base > 200']","['7 à 10 (dommages Terre)', '9 à 14 (dommages Neutre)', '31 à 50 Force', '31 à 50 Agilité', '151 à 200 Vitalité', '3 à 4% Critique', '6 à 10 Dommage{~ps}{~zs}', '11 à 20 Dommage{~ps}{~zs} Pièges', '21 à 30 Puissance (pièges)', '201 à 400 Initiative', '6 à 10 Prospection', '6 à 10% Résistance Terre']"
