name,type,level,recipe,caracteristic,effect
Dague Hirr,Dague,197,"['Griffe de Kolosso', ""Oreille d'Apériglours"", 'Iris de Glourson', 'Poils de Boulglours', 'Incisive de Glourmand', 'Galet brasillant', 'Essence de Fuji Givrefoux', 'Tête de lance de Fangshu']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :20% (+7)', 'Force > 399 etAgilité de base > 399']","['10 à 16 (dommages Terre)', '10 à 16 (dommages Air)', '251 à 300 Vitalité', '41 à 60 Force', '41 à 60 Agilité', '41 à 50 Sagesse', '4 à 5% Coups Critiques', '1 PO', '201 à 300 Initiative', '11 à 20 Prospection', '8 à 12 Dommages Terre', '8 à 12 Dommages Air', '5 à 7 % Résistance Neutre', '3 à 4 Tacle', '7 à 10 Résistance Critiques']"
Canne Harr,Bâton,197,"['Iris de Glourson', 'Galet acajou', 'Ongle du Bworker', 'Oeil de Harrogant', ""Cuir d'Empaillé"", 'Canine de Kanimate', 'Boulon neuf', 'Essence de Klime']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+10)', 'Intelligence de base > 400 etAgilité de base > 400']","['15 à 20 (dommages Air)', '8 à 11 (dommages Feu)', '5 à 7 (vol Feu)', '301 à 350 Vitalité', '41 à 60 Intelligence', '41 à 60 Agilité', '31 à 40 Sagesse', '3 à 4% Coups Critiques', '1 Invocations', '7 à 10 Prospection', '14 à 18 Dommages Feu', '14 à 18 Dommages Air', '7 à 10 Résistance Air', '5 à 7 % Résistance Terre', '5 à 7 % Résistance Feu', '4 à 6 Tacle', '-11 à 15 Résistance Poussée']"
Marteau de Barbéryl,Marteau,197,"['Patte de Korriandre', 'Tourmaline', 'Orbe irisé', 'Andésite', 'Pelage aérodynamique', ""Poing rocheux d'Ishigro Pake"", 'Poils de Pétartifoux', 'Pipe de Founoroshi', 'Marteau de Barbéryl', 'Grelots de Barbéryl', 'Subligar de Barbéryl']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+5)', 'Agilité de base > 349 etIntelligence de base > 349']","['301 à 350 Vitalité', '41 à 60 Intelligence', '41 à 60 Agilité', '9 à 12 Résistance Eau', '26 à 35 Sagesse', '6 à 10 Prospection', '5 à 7 Fuite', '9 à 12 Dommages Air', '9 à 12 Dommages Feu', '4 à 6 % Résistance Terre', '4 à 6 % Résistance Neutre', '4 à 6 % Résistance Eau', '5 à 7 Esquive PM', '2 à 3% Coups Critiques', '33 à 37 (dommages Neutre)', '14 à 17 (dommages Feu)', '6 à 8 (vol Feu)']"
Rapière aux Glyphes,Épée,197,"['Galet acajou', 'Bractée de Drosérâle', 'Maxillaire de Brikoglours', 'Boulon neuf', 'Essence de Nileza', ""Graisse d'Archillusion"", 'Écharpe de Hanshi', ""Bracelet d'Ino-Naru""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+6)', 'Chance de base > 450']","['33 à 44 (dommages Neutre)', '8 à 10 (vol Eau)', '251 à 300 Vitalité', '61 à 80 Chance', '31 à 40 Sagesse', '4 à 5% Coups Critiques', '1 PO', '-301 à 400 Initiative', '11 à 15 Prospection', '9 à 13 Dommages Eau', '16 à 20 Résistance Neutre', '6 à 8 % Résistance Terre', '6 à 8 % Résistance Air', '6 à 8 Esquive PM', '6 à 8 Fuite']"
Bêche Asse,Pelle,197,"['Cuir de Glouragan', 'Galet brasillant', ""Sang d'Armutin"", 'Incus de Verglasseur', 'Racine cristalline', 'Essence de Bworker', ""Graisse d'Archillusion"", 'Lame brisée de Lichangoro']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+4)', 'Force > 450']","['16 à 23 (dommages Neutre)', '4 à 6 (vol Neutre)', '16 à 23 (dommages Terre)', '251 à 300 Vitalité', '51 à 75 Force', '31 à 40 Sagesse', '-6 à 8% Coups Critiques', '301 à 400 Initiative', '16 à 20 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 % Résistance Terre', '7 à 10 % Résistance Air', '4 à 5 Retrait PM', '7 à 10 Dommages Critiques']"
Dagoulinantes,Dague,196,"['Essence de bocage', ""Oeil d'Ougah"", 'Tourmaline', 'Orbe irisé', 'Andésite', 'Estomac de Bwork', 'Poils de Boumbardier', 'Pipe de Founoroshi']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :25% (+6)']","['251 à 300 Vitalité', '51 à 70 Agilité', '31 à 40 Sagesse', '11 à 15 Prospection', '7 à 10 Fuite', '9 à 12 Dommages Air', '4 à 6 % Résistance Terre', '4 à 6 % Résistance Eau', '5 à 7 Retrait PM', '7 à 10 Dommages Critiques', '2 à 3% Coups Critiques', '12 à 15 (dommages Air)', '4 à 5 (vol Air)']"
Epée Toche,Épée,196,"['Queue de Blérom', ""Oreille d'Apériglours"", 'Iris de Glourson', 'Poils de Boulglours', 'Galet acajou', 'Essence de Kolosso', ""Poing rocheux d'Ishigro Pake"", 'Queue magique de Founoroshi']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+7)', 'Force > 350 etIntelligence de base > 250']","['16 à 30 (dommages Neutre)', '16 à 30 (dommages Terre)', '5 à 6 (vol Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Sagesse', '4 à 5% Coups Critiques', '201 à 300 Initiative', '11 à 15 Prospection', '8 à 12 Dommages Neutre', '8 à 12 Dommages Terre', '8 à 12 Dommages Feu', '7 à 10 Résistance Eau', '7 à 10 % Résistance Terre', '4 à 5 Retrait PM']"
Épée d'Otomaï,Épée,196,"['Encre du Kralamoure géant', 'Incisive de Glourmand', 'Galet acajou', 'Bandeau troué de Feu', 'Essence de Fuji Givrefoux', 'Pelage aérodynamique', 'Tête de lance de Fangshu', 'Peau de Rouquette', ""Amulette d'Otomaï"", ""Bottes d'Otomaï"", ""Épée d'Otomaï""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+10)', 'Intelligence de base > 500']","['36 à 44 (dommages Feu)', '251 à 300 Vitalité', '61 à 80 Intelligence', '21 à 30 Sagesse', '2 à 3% Coups Critiques', '1 PO', '1 Invocations', '301 à 400 Initiative', '11 à 15 Prospection', '14 à 18 Dommages Feu', '16 à 20 Résistance Neutre', '16 à 20 Résistance Eau', '4 à 6 Esquive PA', '7 à 10 Tacle']"
Arc Ahique,Arc,196,"['Iris de Glourson', 'Poils de Boulglours', 'Antenne de Gloursaya', 'Queue de Glourséleste', 'Galet acajou', 'Essence de Grolloum', 'Poils magiques de Tanuki', 'Poils de Pétartifoux']","['PA :3 (1 utilisation par tour)', 'Portée :3 à 8', 'CC :20% (+5)', 'Agilité de base > 299 etChance de base > 299 etForce > 99']","['10 à 14 (dommages Neutre)', '10 à 14 (dommages Air)', '3 à 4 (vol Eau)', '251 à 350 Vitalité', '31 à 40 Agilité', '31 à 40 Chance', '31 à 40 Sagesse', '4 à 5% Coups Critiques', '1 Invocations', '16 à 25 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Air', '7 à 10 Dommages Eau', '7 à 10 Résistance Neutre', '7 à 10 Résistance Air', '4 à 5 Fuite', '7 à 10 Résistance Critiques']"
Bâton Brageut,Bâton,195,"['Cuir de Fuji Givrefoux', 'Griffe de Blérauve', 'Etoffe de Croleur', 'Galet acajou', 'Essence de Bworker', 'Poudre glaciale', 'Poils de Boumbardier', 'Etoffe de Firefoux']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+6)', 'Intelligence de base > 399 etForce > 299']","['15 à 23 (dommages Neutre)', '12 à 18 (dommages Feu)', '5 à 8 (vol Feu)', '301 à 400 Vitalité', '31 à 50 Intelligence', '31 à 50 Sagesse', '4 à 5% Coups Critiques', '16 à 25 Puissance', '301 à 400 Initiative', '16 à 25 Prospection', '8 à 12 Dommages Neutre', '8 à 12 Dommages Feu', '4 à 5 Retrait PA', '5 à 7 Fuite', '7 à 10 Résistance Poussée', '31 à 50 Force', '3 à 5 % Résistance Eau']"
Marteau du Glouragan,Marteau,195,"['Fragment de pépite de Sakaï', 'Condyle de Fuji Givrefoux', 'Poils de Boulglours', 'Cuir de Glouragan', 'Antenne de Gloursaya', 'Galet acajou', 'Essence de Bworker', 'Lame brisée de Lichangoro']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+10)', 'Intelligence de base > 150 etAgilité de base > 150 etChance de base > 150']","['13 à 18 (dommages Feu)', '13 à 18 (dommages Eau)', '13 à 18 (dommages Air)', '11 à 15 Résistance Critiques', '251 à 300 Vitalité', '4 à 6 Soins', '31 à 50 Sagesse', '11 à 15 Prospection', '1 PO', '31 à 45 Intelligence', '4 à 5 Esquive PA', '7 à 10 Dommages Air', '7 à 10 Dommages Feu', '7 à 10 Dommages Eau', '31 à 50 Chance', '31 à 50 Agilité', '5 à 8 % Résistance Air']"
Bâton Beau,Bâton,194,"['Bave de Champ à Gnons', 'Galet acajou', 'Ongle du Bworker', 'Molaire de Ventrublion', 'Incus de Verglasseur', 'Canine de Kanimate', 'Mycoses gelées', 'Essence de Nileza']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+7)']","['17 à 24 (dommages Neutre)', '16 à 22 (dommages Terre)', '301 à 350 Vitalité', '31 à 50 Sagesse', '3 à 4% Coups Critiques', '51 à 75 Puissance', '1 PO', '11 à 15 Prospection', '16 à 20 Résistance Neutre', '16 à 20 Résistance Eau', '-11 à 15 Fuite', '16 à 20 Résistance Poussée', '16 à 20 Dommages Critiques', '9 à 12 Dommages']"
Rouleau à Pâtisserie d'Aermyne,Bâton,194,"['Condyle de Fuji Givrefoux', 'Griffe de Blérauve', ""Oreille d'Apériglours"", 'Galet acajou', 'Dent de Cycloporth', 'Essence de Bworker', 'Poils magiques de Tanuki', ""Poing rocheux d'Ishigro Pake"", ""Coiffe d'Aermyne"", ""Cape d'Aermyne"", ""Rouleau à Pâtisserie d'Aermyne""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+5)']","['9 à 14 (dommages Neutre)', '9 à 14 (dommages Neutre)', '-1 PA', '301 à 350 Vitalité', '-71 à -100 Force', '-71 à -100 Intelligence', '-71 à -100 Chance', '-71 à -100 Agilité', '31 à 50 Sagesse', '4 à 6% Coups Critiques', '1 PO', '11 à 15 Prospection', '7 à 10 % Résistance Terre', '7 à 10 % Résistance Feu', '7 à 10 % Résistance Eau', '7 à 10 % Résistance Air', '4 à 6 Esquive PA', '7 à 10 Tacle', '-11 à 15 Dommages Critiques']"
Pelle Fik,Pelle,194,"[""Oreille d'Apériglours"", 'Iris de Glourson', 'Antenne de Gloursaya', 'Hamatum de Glourséleste', 'Queue de Meliglours', 'Galet brasillant', 'Essence de Nagate', 'Tête de lance de Fangshu']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+10)', 'Chance de base > 400']","['21 à 30 (dommages Neutre)', '3 à 4 (vol Eau)', '3 à 4 (vol Eau)', '251 à 300 Vitalité', '41 à 60 Chance', '31 à 50 Sagesse', '1 à 2 Invocations', '21 à 30 Prospection', '9 à 12 Dommages Neutre', '9 à 12 Dommages Eau', '11 à 15 Résistance Air', '11 à 15 Résistance Eau', '4 à 6 % Résistance Neutre', '-7 à 10 Esquive PA', '4 à 5 Retrait PA', '7 à 10 Fuite', '3 à 4% Coups Critiques']"
Marteau d'Henual,Marteau,194,"['Étoffe du Roissingue', 'Cuir de Givrefoux', 'Laine de Tengu Givrefoux', 'Fragment gelé', 'Péroné du Marôdeur', 'Oreille de Fleuro', 'Galet brasillant', 'Essence de Glourséleste', ""Anneau d'Henual"", ""Ceinture d'Henual"", ""Marteau d'Henual""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+4)', 'Force > 350 etIntelligence de base > 350']","['12 à 20 (dommages Terre)', '18 à 28 (dommages Feu)', '6 à 8 (vol Neutre)', '201 à 250 Vitalité', '41 à 60 Force', '41 à 60 Intelligence', '31 à 50 Sagesse', '4 à 6 Soins', '2 PO', '16 à 20 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Feu', '5 à 7 % Résistance Feu', '5 à 7 % Résistance Air', '-7 à 10 Retrait PM', '8 à 12 Fuite', '-11 à 15 Résistance Critiques']"
Baguette Hique,Baguette,193,"['Oeil de Korriandre', 'Queue de Wolvero', 'Griffe de Blérauve', 'Etoffe de Croleur', 'Galet brasillant', 'Essence de Kolosso', 'Poils magiques de Tanuki', 'Baguette de Tétonuki']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 5', 'CC :20% (+8)']","['14 à 24 (dommages Neutre)', '7 à 12 (dommages Eau)', '4 à 5 (vol Eau)', '251 à 300 Vitalité', '31 à 45 Intelligence', '31 à 45 Chance', '31 à 45 Sagesse', '7 à 10 Soins', '301 à 400 Initiative', '11 à 20 Prospection', '8 à 12 Dommages Feu', '8 à 12 Dommages Eau', '5 à 7 % Résistance Terre', '5 à 7 % Résistance Air', '5 à 6 Retrait PM', '5 à 6 Fuite']"
Hache Rot,Hache,192,"['Kriptonite', 'Poudre Vénérable', 'Croc de Krokille', 'Bézoard Ardent de Grozilla', ""Bandeau troué d'Eau"", 'Tourmaline', 'Essence de Roi Skaille', 'Lunettes de Parashukouï']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+20)']","['46 à 60 (dommages Eau)', '301 à 350 Vitalité', '51 à 70 Chance', '21 à 30 Sagesse', '11 à 15 Prospection', '11 à 15 Dommages Eau', '11 à 15 Dommages Critiques', '-11 à 15 Fuite', '6 à 8 Esquive PA', '7 à 10 % Résistance Feu', '11 à 15 Résistance Air', '11 à 15 Résistance Terre']"
Grésilosceptre,Bâton,192,"['Fragment gelé', 'Oreille de Gobosteur', 'Oeil de Sapeur', 'Fragment de pépite de Sakaï', ""Peau d'Ouilleur"", 'Galet acajou', 'Essence de Grolloum', 'Masque de Shinibaru']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+7)', 'Force > 199 etChance de base > 199 etAgilité de base > 199']","['14 à 20 (dommages Neutre)', '8 à 12 (dommages Eau)', '8 à 12 (dommages Air)', '301 à 350 Vitalité', '31 à 50 Force', '31 à 50 Chance', '31 à 50 Sagesse', '7 à 10 Dommages', '1 PO', '301 à 400 Initiative', '21 à 30 Prospection', '6 à 10 Résistance Neutre', '6 à 10 % Résistance Feu', '5 à 8 Esquive PA', '31 à 50 Agilité', '-10 Tacle']"
Bâton Champmanique,Bâton,191,"['Graine sombre', ""Souche de l'Abrakleur clair"", 'Écorce de Champaknyde', 'Oeil de Champmane', 'Lamelle de Champbis', ""Oeil d'Ougah"", 'Tourmaline', 'Essence de Sphincter Cell']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :0%', 'Force > 200 etChance de base > 200']","['18 à 27 (dommages Neutre)', '4 à 8 (vol Terre)', '4 à 8 (vol Eau)', '31 à 50 Chance', '31 à 50 Force', '31 à 50 Intelligence', '21 à 30 Sagesse', '201 à 250 Vitalité', '7 à 10 Dommages', '6 à 10 % Résistance Neutre', '1 à 2 Invocations', '11 à 15 Prospection', '301 à 400 Initiative', '5 à 8 Tacle', '3 à 4 % Résistance Feu']"
Pelle Emélaka,Pelle,191,"['Trompe de la Tromperelle', 'Bave de Champ à Gnons', 'Oeil de Sapeur', 'Griffe de Blérauve', 'Etoffe de Kolosso', 'Galet brasillant', 'Essence de Kimbo', 'Poils magiques de Tanuki']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :0%', 'Chance de base > 450']","['12 à 26 (dommages Eau)', '8 à 18 (dommages Neutre)', '41 à 60 Chance', '251 à 300 Vitalité', '31 à 40 Sagesse', '6 à 10 Dommages', '21 à 30 Prospection', '6 à 10 % Résistance Feu', '1 Invocations', '5 à 7 Esquive PM', '11 à 15 Dommages Critiques', '2 à 3% Coups Critiques', '4 à 6 Fuite']"
Pelle du Professeur Xa,Pelle,191,"['Kobalite', 'Lamelle Fongique', 'Queue de Blérom', 'Galet acajou', 'Essence de Kolosso', 'Poudre glaciale', ""Ruban d'Uchiwang"", 'Poils de Pétartifoux', 'Cape du Professeur Xa', 'Anneau du Professeur Xa', 'Bottes du Professeur Xa', 'Amulette du Professeur Xa', 'Pelle du Professeur Xa']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+7)', '(PM < 6 ouPA < 12) etSagesse de base > 300']","['15 à 21 (dommages Neutre)', '5 à 7 (vol Air)', '-1 PA', '151 à 200 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Chance', '4 à 5% Coups Critiques', '1 PA', '11 à 20 Prospection', '6 à 8 Dommages Neutre', '6 à 8 Dommages Terre', '6 à 8 Dommages Feu', '6 à 8 Dommages Eau', '7 à 10 % Résistance Air', '4 à 5 Retrait PA', '4 à 5 Fuite']"
Hache Téroïde,Hache,190,"['Trompe de la Tromperelle', ""Écorce d'Abrazif"", 'Etoffe de Croleur', 'Molaire de Blérice', 'Galet brasillant', ""Oeil d'Ougah"", 'Essence de Kolosso', 'Poudre glaciale']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+10)', 'Force > 300 etIntelligence de base > 300']","['14 à 22 (dommages Terre)', '14 à 22 (dommages Feu)', '4 à 5 (vol Neutre)', '251 à 300 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '21 à 30 Sagesse', '21 à 30 Puissance', '3 à 4% Coups Critiques', '1 à 2 Invocations', '7 à 10 Prospection', '4 à 5 Résistance Neutre', '4 à 5 Résistance Terre', '4 à 5 Résistance Eau', '4 à 6 % Résistance Feu', '4 à 6 % Résistance Air', '5 à 7 Esquive PA', '3 à 4 % Résistance Neutre']"
Hache du Korriandre,Hache,188,"['Lamelle Fongique', ""Écorce d'Abrazif"", 'Lamelle de Mérulette', 'Galet brasillant', 'Oreille de Sphincter Cell', 'Plume de Crocoplumes', 'Essence de Korriandre', ""Poing rocheux d'Ishigro Pake"", 'Hache du Korriandre', 'Cape du Korriandre', 'Amulette du Korriandre', 'Anneau du Korriandre']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+4)', 'Agilité de base > 300 etChance de base > 300']","['8 à 14 (vol Air)', '8 à 14 (vol Eau)', '-1 PA', '201 à 250 Vitalité', '31 à 50 Agilité', '31 à 50 Chance', '31 à 40 Sagesse', '2 à 3% Coups Critiques', '301 à 400 Initiative', '21 à 30 Prospection', '9 à 12 Dommages Air', '9 à 12 Dommages Eau', '4 à 5 Retrait PA', '7 à 10 Résistance Critiques', '1 Invocations', '6 à 10 Résistance Feu', '11 à 15 Résistance Terre', '4 à 5 % Résistance Feu']"
Bâton Brelle,Bâton,188,"['Osier Enchanté', 'Bave de Champ à Gnons', 'Oeil de Dramanite', 'Volve de Fongeur', 'Galet acajou', ""Oeil d'Ougah"", 'Essence de Korriandre', 'Poils de Founamboul']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :30% (+7)', 'Agilité de base > 350 etVitalité de base > 1500']","['22 à 33 (dommages Neutre)', '5 à 7 (vol Air)', '201 à 250 Vitalité', '51 à 70 Agilité', '31 à 40 Sagesse', '2 à 3% Coups Critiques', '201 à 300 Initiative', '16 à 25 Prospection', '8 à 12 Dommages Neutre', '11 à 15 Dommages Air', '5 à 7 % Résistance Neutre', '4 à 5 Esquive PA', '11 à 15 Résistance Critiques', '1 PO']"
Couteaux à Champignons,Dague,187,"['Osier Enchanté', 'Écorce de Champaknyde', 'Trompe de la Tromperelle', 'Oeil de Champmane', ""Fragment d'Ougalurette"", 'Galet brasillant', 'Patte de Masticroc', 'Essence de Kralamoure', 'Anneau Colerette', 'Couteaux à Champignons', 'Caprin', 'Chapignon']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :25% (+4)', 'Agilité de base > 450']","['8 à 14 (dommages Neutre)', '8 à 14 (dommages Air)', '-1 PA', '41 à 60 Agilité', '201 à 250 Vitalité', '31 à 40 Sagesse', '4 à 5% Coups Critiques', '5 à 7 Dommages', '301 à 400 Initiative', '11 à 15 Prospection', '-10 Tacle', '3 à 4 % Résistance Neutre', '4 à 6 % Résistance Eau', '4 à 6 Dommages Critiques', '11 à 15 Résistance Eau', '1 Invocations', '6 à 10 Résistance Critiques']"
Marteau Reine,Marteau,187,"['Lamelle Fongique', 'Volve de Fistulor', 'Lamelle de Mérulette', 'Galet acajou', 'Ongle du Bworker', 'Essence de Korriandre', 'Estomac de Bwork', 'Katana de Kwamouraï']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+8)', 'Agilité de base > 300 etForce > 200']","['24 à 44 (dommages Neutre)', '6 à 10 (dommages Terre)', '6 à 10 (vol Air)', '201 à 250 Vitalité', '21 à 30 Agilité', '31 à 50 Sagesse', '3 à 4% Coups Critiques', '21 à 30 Puissance', '16 à 25 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '8 à 12 Dommages Air', '5 à 7 % Résistance Feu', '5 à 7 % Résistance Eau', '4 à 5 Tacle']"
Baguette Hernelle,Baguette,187,"['Lamelle Fongique', 'Volve de Fistulor', 'Lamelle de Mérulette', 'Galet brasillant', 'Essence de Kralamoure', 'Poils de Pétartifoux', 'Poils de Boumbardier', 'Pipe de Founoroshi']","['PA :5 (1 utilisation par tour)', 'Portée :3 à 6', 'CC :10% (+10)', 'Intelligence de base > 300 etAgilité de base > 200']","['14 à 22 (dommages Neutre)', '14 à 22 (dommages Neutre)', '6 à 9 (vol Air)', '251 à 300 Vitalité', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 50 Sagesse', '7 à 10 Soins', '1 PO', '7 à 10 Dommages Neutre', '8 à 12 Dommages Feu', '7 à 10 Dommages Air', '7 à 10 Résistance Terre', '7 à 10 Résistance Eau', '4 à 5 Esquive PM', '-4 à 5 Fuite', '7 à 10 Dommages Poussée', '5 à 7 % Résistance Eau']"
Rhizome du Tynril,Bâton,186,"['Osier Enchanté', 'Aigue-Marine', 'Oeil de Dramanite', 'String en Cuir de la Mama Bwork', ""Bandeau troué d'Air"", 'Tourmaline', ""Essence d'Ougah"", 'Viscères du Roi Skaille']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+5)', 'Intelligence de base > 250 etForce > 200']","['7 à 11 (dommages Terre)', '4 à 6 (vol Feu)', '13 à 21 (dommages Neutre)', '201 à 300 Vitalité', '31 à 40 Sagesse', '41 à 60 Intelligence', '5 à 7 Soins', '6 à 10 Prospection', '4 à 5 % Résistance Neutre', '4 à 5 % Résistance Feu', '4 à 5 % Résistance Terre']"
Arc Oleptik,Arc,185,"['Cuir de Givrefoux', 'Laine de Tengu Givrefoux', 'Bandeau troué de Feu', 'Boulon de Cybwork', 'Tourmaline', ""Essence d'Obsidiantre"", 'Salopette Kwapa', 'Poils magiques de Tanuki']","['PA :4 (1 utilisation par tour)', 'Portée :3 à 8', 'CC :25% (+12)', 'Agilité de base > 300 etIntelligence de base > 300']","['14 à 20 (dommages Air)', '14 à 20 (dommages Feu)', '31 à 50 Agilité', '31 à 50 Intelligence', '21 à 30 Sagesse', '151 à 200 Vitalité', '5 à 7 Dommages', '1 PO', '301 à 400 Initiative', '11 à 20 Prospection', '4 à 6 % Résistance Feu', '4 à 6 % Résistance Air']"
Hache Hélème,Hache,185,"[""Peau d'Ouilleur"", 'Lamelle Fongique', ""Écorce d'Abrazif"", 'Galet brasillant', ""Oeil d'Ougah"", 'Dent de Cycloporth', 'Essence du Tanukouï San', 'Masque de Shinibaru']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+10)', 'Intelligence de base > 350 etAgilité de base > 100']","['35 à 45 (dommages Feu)', '6 à 12 (vol Air)', '251 à 300 Vitalité', '41 à 60 Intelligence', '31 à 40 Agilité', '31 à 45 Sagesse', '1 PO', '16 à 25 Prospection', '8 à 12 Dommages Feu', '6 à 8 Dommages Air', '5 à 7 Résistance Terre', '5 à 7 Résistance Eau', '5 à 7 % Résistance Feu', '4 à 5 Retrait PM']"
Arc Hétype,Arc,184,"['Lamelle Fongique', 'Lamelle de Mérulette', ""Oreille d'Apériglours"", 'Galet acajou', 'Essence de Zombrute', 'Lunettes de Parashukouï', 'Poils de Boumbardier', 'Etoffe de Firefoux']","['PA :5 (1 utilisation par tour)', 'Portée :4 à 8', 'CC :0%', 'Force > 90 etPA < 12']","['28 à 44 (dommages Neutre)', '51 à 100 (PV rendus)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '7 à 10 Soins', '1 PO', '11 à 15 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Résistance Air', '7 à 10 % Résistance Terre', '4 à 5 Retrait PM', '4 à 5 Fuite']"
Baguetterelle,Baguette,184,"['Écorce de Champaknyde', 'Trompe de la Tromperelle', 'Lamelle Fongique', 'Galet Solaire', 'String en Cuir de la Mama Bwork', ""Essence d'Ougah"", 'Aquarakne de Crânonier', 'Pinceau du Tanukouï San']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 5', 'CC :15% (+12)', 'Intelligence de base > 299 etAgilité de base > 299']","['14 à 24 (dommages Neutre)', '9 à 16 (dommages Air)', '4 à 7 (vol Feu)', '31 à 50 Intelligence', '31 à 50 Agilité', '251 à 300 Vitalité', '31 à 40 Sagesse', '6 à 10 Soins', '11 à 15 Puissance', '6 à 10 Prospection', '7 à 10 Résistance Terre', '7 à 10 Résistance Eau', '7 à 10 Dommages Feu', '7 à 10 Dommages Air', '4 à 6 % Résistance Eau', '3 à 5 % Résistance Terre', '3 à 4% Coups Critiques', '5 à 8 Fuite']"
Epée Loponèze,Épée,184,"['Topaze', 'Queue de Yomi Givrefoux', 'Flaque Mature', 'Fumée Mature', 'Coquille de Krokille', 'Épine Dorsale de Grozilla', 'Bézoard Ardent de Grozilla', 'Tourmaline']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+10)', 'Chance de base > 300 etAgilité de base > 300']","['16 à 30 (dommages Eau)', '16 à 30 (dommages Air)', '31 à 50 Chance', '31 à 50 Agilité', '201 à 250 Vitalité', '21 à 30 Sagesse', '401 à 700 Initiative', '6 à 10 Dommages', '1 PO', '6 à 10 % Résistance Air', '6 à 10 % Résistance Eau']"
Epée Kari,Épée,184,"['Oeuf de Gobus', 'Lamelle Fongique', 'Lamelle de Mérulette', 'Galet acajou', 'Essence de Bworker', 'Katana de Kwamouraï', 'Poils magiques de Tanuki', 'Couronne de Nagate']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :0%', 'Vitalité de base > 2000']","['46 à 75 (dommages Neutre)', '301 à 400 Vitalité', '46 à 75 Puissance', '31 à 50 Sagesse', '16 à 25 Prospection', '1 PO', '10 Tacle', '-10 Fuite', '3 à 5 Dommages', '2 à 3 % Résistance Terre', '2 à 3 % Résistance Eau', '2 à 3 % Résistance Air', '2 à 3 % Résistance Feu', '2 à 3 % Résistance Neutre']"
Dagues Açantes,Dague,183,"['Lamelle Fongique', 'Oeil de Dramanite', ""Écorce d'Abrazif"", 'Lamelle de Mérulette', 'Galet brasillant', 'Ongle du Bworker', 'Essence de Korriandre', 'Lunettes de Parashukouï']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :25% (+10)', 'Chance de base > 350']","['7 à 12 (dommages Neutre)', '4 à 6 (vol Eau)', '-1 PA', '201 à 250 Vitalité', '31 à 50 Chance', '31 à 50 Sagesse', '2 à 3% Coups Critiques', '21 à 30 Prospection', '7 à 10 Dommages Eau', '7 à 10 Dommages Terre', '7 à 10 Résistance Eau', '7 à 10 % Résistance Air', '-3 à 4 Retrait PA', '3 à 4 Retrait PM', '5 à 7 Fuite']"
